channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,parentId,commentId
UCtWyH1MB_A3OggdzoGtkeQA,UatBm2H0O80,"Hey guys, I REALLY appreciate your comments &amp; support! I would love to respond to each of you personally, but I admit that it&#39;s not always possible.  Please know that I read ALL of them and am eternally grateful for your love and support! <br><br>I would love for you to become one of my &quot;students&quot;, so I can give you more personal attention! Here are some ways for you to do that: <br>🔹Join my email list to get a free video lesson each week, plus extra bonuses at <a href=""https://christinarebuffet.com/"">https://christinarebuffet.com</a> <br><br>🔹Join my Membership Program Faster Fluency Conversation Club to practice speaking every day at <a href=""https://christinarebuffetcourses.com/faster-fluency-conversation-club/join-now"">https://christinarebuffetcourses.com/faster-fluency-conversation-club/join-now</a>","Hey guys, I REALLY appreciate your comments & support! I would love to respond to each of you personally, but I admit that it's not always possible.  Please know that I read ALL of them and am eternally grateful for your love and support! 

I would love for you to become one of my ""students"", so I can give you more personal attention! Here are some ways for you to do that: 
🔹Join my email list to get a free video lesson each week, plus extra bonuses at https://christinarebuffet.com 

🔹Join my Membership Program Faster Fluency Conversation Club to practice speaking every day at https://christinarebuffetcourses.com/faster-fluency-conversation-club/join-now",Business English with Christina,https://yt3.ggpht.com/ZgPm5MBVVbQzQ8pkxpj-4IouXtdeafQFEwg5QDWXXuWSNFBxfoHi5F7oTVHotzKUenz-fEl8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCtWyH1MB_A3OggdzoGtkeQA,{'value': 'UCtWyH1MB_A3OggdzoGtkeQA'},True,none,8,2021-01-14T12:59:25Z,2021-01-14T12:59:25Z,,Ugxj4UT3U1fGqx8uWNV4AaABAg
